E =  220.000 MeV, E_lo =  210.000 MeV, E_hi =  230.000 MeV
 35.000    11.250000     0.370000     0.000000
 40.000    10.770000     0.270000     0.000000
 45.000    11.420000     0.390000     0.000000
 50.000    10.520000     0.360000     0.000000
 60.000    10.520000     0.330000     0.000000
 70.000     9.700000     0.310000     0.000000
 95.000     7.740000     0.250000     0.000000
110.000     7.260000     0.230000     0.000000
120.000     6.310000     0.210000     0.000000
130.000     5.180000     0.220000     0.000000
------------------------------------------------------------------
