Eg=172.91+/-1.18  W=1097.64+/-1.01
cos  degrees  DXS  eDXS  eDXS
 -0.95 161.81  0.5477  0.0075  0.0075
 -0.85 148.21  0.5479  0.0076  0.0076
 -0.75 138.59  0.5444  0.0076  0.0076
 -0.65 130.54  0.5601  0.0075  0.0075
 -0.55 123.37  0.5550  0.0077  0.0077
 -0.45 116.74  0.5630  0.0077  0.0077
 -0.35 110.49  0.5729  0.0078  0.0078
 -0.25 104.48  0.5678  0.0078  0.0078
 -0.15 98.63  0.5607  0.0079  0.0079
 -0.05 92.87  0.5605  0.0081  0.0081
  0.05 87.13  0.5457  0.0084  0.0084
  0.15 81.37  0.5208  0.0085  0.0085
  0.25 75.52  0.4986  0.0087  0.0087
  0.35 69.51  0.4706  0.0090  0.0090
  0.45 63.26  0.4435  0.0090  0.0090
  0.55 56.63  0.4262  0.0091  0.0091
  0.65 49.46  0.3788  0.0089  0.0089
  0.75 41.41  0.3614  0.0088  0.0088
  0.85 31.79  0.3096  0.0083  0.0083
  0.95 18.19  0.2704  0.0078  0.0078
TXS=6.158+/-0.023 ub
--------------------------------------
tag channel= 296, eff=  0.577322
Eg=174.03-176.41 W=1098.6-1100.6
Eg=175.22+/-1.19  W=1099.62+/-1.01
cos  degrees  DXS  eDXS  eDXS
 -0.95 161.81  0.6074  0.0079  0.0079
 -0.85 148.21  0.6182  0.0080  0.0080
 -0.75 138.59  0.6298  0.0080  0.0080
 -0.65 130.54  0.6303  0.0079  0.0079
 -0.55 123.37  0.6296  0.0080  0.0080
 -0.45 116.74  0.6400  0.0081  0.0081
 -0.35 110.49  0.6549  0.0083  0.0083
 -0.25 104.48  0.6490  0.0083  0.0083
 -0.15 98.63  0.6437  0.0084  0.0084
 -0.05 92.87  0.6242  0.0085  0.0085
  0.05 87.13  0.6158  0.0084  0.0084
  0.15 81.37  0.5960  0.0089  0.0089
  0.25 75.52  0.5746  0.0090  0.0090
  0.35 69.51  0.5480  0.0092  0.0092
  0.45 63.26  0.5168  0.0092  0.0092
  0.55 56.63  0.4767  0.0094  0.0094
  0.65 49.46  0.4279  0.0095  0.0095
  0.75 41.41  0.4001  0.0094  0.0094
  0.85 31.79  0.3447  0.0089  0.0089
  0.95 18.19  0.3106  0.0079  0.0079
TXS=6.995+/-0.024 ub
--------------------------------------
tag channel= 295, eff=  0.579296
Eg=176.46-178.85 W=1100.7-1102.7
Eg=177.66+/-1.20  W=1101.70+/-1.02
cos  degrees  DXS  eDXS  eDXS
 -0.95 161.81  0.6811  0.0084  0.0084
 -0.85 148.21  0.7033  0.0085  0.0085
 -0.75 138.59  0.7185  0.0085  0.0085
 -0.65 130.54  0.7077  0.0084  0.0084
 -0.55 123.37  0.7240  0.0085  0.0085
 -0.45 116.74  0.7422  0.0086  0.0086
 -0.35 110.49  0.7467  0.0087  0.0087
 -0.25 104.48  0.7470  0.0088  0.0088
 -0.15 98.63  0.7411  0.0091  0.0091
 -0.05 92.87  0.7211  0.0089  0.0089
  0.05 87.13  0.7060  0.0091  0.0091
  0.15 81.37  0.6900  0.0094  0.0094
  0.25 75.52  0.6532  0.0096  0.0096
  0.35 69.51  0.6375  0.0096  0.0096
  0.45 63.26  0.5891  0.0098  0.0098
  0.55 56.63  0.5402  0.0100  0.0100
  0.65 49.46  0.5081  0.0099  0.0099
  0.75 41.41  0.4588  0.0100  0.0100
  0.85 31.79  0.4146  0.0092  0.0092
  0.95 18.19  0.3551  0.0084  0.0084
TXS=8.029+/-0.026 ub
--------------------------------------
tag channel= 294, eff=  0.593677
Eg=178.83-181.21 W=1102.7-1104.7
Eg=180.02+/-1.19  W=1103.71+/-1.01
cos  degrees  DXS  eDXS  eDXS
 -0.95 161.81  0.7442  0.0090  0.0090
 -0.85 148.21  0.7645  0.0090  0.0090
 -0.75 138.59  0.7863  0.0092  0.0092
 -0.65 130.54  0.8064  0.0091  0.0091
 -0.55 123.37  0.8105  0.0093  0.0093
 -0.45 116.74  0.8209  0.0093  0.0093
 -0.35 110.49  0.8494  0.0094  0.0094
 -0.25 104.48  0.8490  0.0095  0.0095
 -0.15 98.63  0.8415  0.0097  0.0097
 -0.05 92.87  0.8058  0.0097  0.0097
  0.05 87.13  0.8052  0.0100  0.0100
  0.15 81.37  0.7553  0.0100  0.0100
  0.25 75.52  0.7456  0.0102  0.0102
  0.35 69.51  0.7117  0.0102  0.0102
  0.45 63.26  0.6584  0.0107  0.0107
  0.55 56.63  0.6235  0.0107  0.0107
  0.65 49.46  0.5633  0.0107  0.0107
  0.75 41.41  0.5181  0.0107  0.0107
  0.85 31.79  0.4768  0.0099  0.0099
  0.95 18.19  0.3888  0.0090  0.0090
TXS=8.996+/-0.027 ub
